"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0006986","GO:0006986","response to unfolded protein","16/48","183/18866",5.42793993445888e-21,8.97781265159499e-18,6.31355118692322e-18,"HSPA1A/HSPA6/HSPA1B/DNAJB1/HSPB1/HSPH1/HSP90AA1/PPP1R15A/BAG3/HSPD1/SERPINH1/DNAJB4/ATF3/HSP90AB1/DNAJA1/DDIT3",16
"GO:0035966","GO:0035966","response to topologically incorrect protein","16/48","205/18866",3.47040476319274e-20,2.87002473916039e-17,2.01831434911999e-17,"HSPA1A/HSPA6/HSPA1B/DNAJB1/HSPB1/HSPH1/HSP90AA1/PPP1R15A/BAG3/HSPD1/SERPINH1/DNAJB4/ATF3/HSP90AB1/DNAJA1/DDIT3",16
"GO:0009408","GO:0009408","response to heat","15/48","166/18866",6.55282422148631e-20,3.61279042077945e-17,2.54065640868153e-17,"HSPA1A/HSPA6/HSPA1B/DNAJB1/HSPH1/HSP90AA1/CRYAB/BAG3/HSPD1/DNAJA4/DNAJB4/HSP90AB1/FKBP4/DNAJA1/SST",15
"GO:0006457","GO:0006457","protein folding","16/48","230/18866",2.24631603568671e-19,9.16298251207937e-17,6.44376992035111e-17,"HSPA1A/HSPA6/HSPA1B/DNAJB1/HSPB1/HSPH1/HSP90AA1/CRYAB/BAG3/HSPD1/DNAJA4/NUDC/DNAJB4/HSP90AB1/FKBP4/DNAJA1",16
"GO:0009266","GO:0009266","response to temperature stimulus","16/48","233/18866",2.76994634585229e-19,9.16298251207937e-17,6.44376992035111e-17,"HSPA1A/HSPA6/HSPA1B/DNAJB1/HSPH1/HSP90AA1/CRYAB/BAG3/ADM/HSPD1/DNAJA4/DNAJB4/HSP90AB1/FKBP4/DNAJA1/SST",16
"GO:0034605","GO:0034605","cellular response to heat","11/48","125/18866",1.26711668565972e-14,3.49301833013529e-12,2.45642796079647e-12,"HSPA1A/HSPA6/HSPA1B/DNAJB1/HSPH1/HSP90AA1/CRYAB/BAG3/HSPD1/HSP90AB1/FKBP4",11
"GO:1900034","GO:1900034","regulation of cellular response to heat","9/48","79/18866",3.63753186774959e-13,8.5949681560826e-11,6.04431987047112e-11,"HSPA1A/HSPA1B/DNAJB1/HSPH1/HSP90AA1/CRYAB/BAG3/HSP90AB1/FKBP4",9
"GO:0061077","GO:0061077","chaperone-mediated protein folding","8/48","60/18866",2.2020643602083e-12,4.55276806473066e-10,3.20168568161864e-10,"HSPA1A/HSPA6/HSPA1B/DNAJB1/HSPB1/HSPH1/DNAJB4/FKBP4",8
"GO:0006458","GO:0006458","'de novo' protein folding","7/48","41/18866",9.20268971937679e-12,1.69124986620547e-09,1.1893534666563e-09,"HSPA1A/HSPA6/HSPA1B/DNAJB1/HSPH1/HSPD1/DNAJB4",7
"GO:0042026","GO:0042026","protein refolding","6/48","23/18866",1.91638804277864e-11,3.16970582275586e-09,2.22906188133726e-09,"HSPA1A/HSPA6/HSPA1B/HSP90AA1/HSPD1/DNAJA4",6
"GO:0051085","GO:0051085","chaperone cofactor-dependent protein refolding","6/48","32/18866",1.69099100010065e-10,2.54263555833315e-08,1.78808139245092e-08,"HSPA1A/HSPA6/HSPA1B/DNAJB1/HSPH1/DNAJB4",6
"GO:0051084","GO:0051084","'de novo' posttranslational protein folding","6/48","37/18866",4.29688845524026e-10,5.92254458747283e-08,4.16496644126359e-08,"HSPA1A/HSPA6/HSPA1B/DNAJB1/HSPH1/DNAJB4",6
"GO:0034620","GO:0034620","cellular response to unfolded protein","8/48","146/18866",3.08126640401486e-09,3.92031894787737e-07,2.7569225720133e-07,"HSPA1A/HSPA6/HSPA1B/PPP1R15A/BAG3/HSPD1/ATF3/DDIT3",8
"GO:0070841","GO:0070841","inclusion body assembly","5/48","24/18866",3.52640718939884e-09,4.16619820804691e-07,2.92983454457573e-07,"HSPA1A/HSPA1B/DNAJB1/BAG3/DNAJA4",5
"GO:0035967","GO:0035967","cellular response to topologically incorrect protein","8/48","166/18866",8.48578769448378e-09,9.35699523111745e-07,6.58020729993304e-07,"HSPA1A/HSPA6/HSPA1B/PPP1R15A/BAG3/HSPD1/ATF3/DDIT3",8
"GO:0090084","GO:0090084","negative regulation of inclusion body assembly","4/48","11/18866",1.20105845509808e-08,1.24159417795764e-06,8.73137890054856e-07,"HSPA1A/HSPA1B/DNAJB1/DNAJA4",4
"GO:0045926","GO:0045926","negative regulation of growth","9/48","254/18866",1.33839419173706e-08,1.30217881949006e-06,9.1574339434641e-07,"HSPA1A/HSPA1B/MT2A/CRYAB/RGS2/MT1E/MT1X/MT1G/INHBA",9
"GO:0010273","GO:0010273","detoxification of copper ion","4/48","15/18866",4.93104387496469e-08,4.29260345746926e-06,3.01872769076786e-06,"MT2A/MT1E/MT1X/MT1G",4
"GO:1990169","GO:1990169","stress response to copper ion","4/48","15/18866",4.93104387496469e-08,4.29260345746926e-06,3.01872769076786e-06,"MT2A/MT1E/MT1X/MT1G",4
"GO:0090083","GO:0090083","regulation of inclusion body assembly","4/48","16/18866",6.56246009090409e-08,5.42715449517768e-06,3.81658863181527e-06,"HSPA1A/HSPA1B/DNAJB1/DNAJA4",4
"GO:0061687","GO:0061687","detoxification of inorganic compound","4/48","17/18866",8.56567010400876e-08,6.43982652365022e-06,4.52873945690415e-06,"MT2A/MT1E/MT1X/MT1G",4
"GO:0097501","GO:0097501","stress response to metal ion","4/48","17/18866",8.56567010400876e-08,6.43982652365022e-06,4.52873945690415e-06,"MT2A/MT1E/MT1X/MT1G",4
"GO:0051131","GO:0051131","chaperone-mediated protein complex assembly","4/48","22/18866",2.60822248354607e-07,1.87565216860226e-05,1.31903242302902e-05,"HSPA1A/HSP90AA1/HSPD1/HSP90AB1",4
