"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0050796","GO:0050796","regulation of insulin secretion","6/46","181/18866",4.88866409060902e-06,0.0037989508918923,0.00299672345328218,"SLC30A8/NEUROD1/ARL2/PHPT1/GCG/CRH",6
"GO:2000649","GO:2000649","regulation of sodium ion transmembrane transporter activity","4/46","55/18866",9.6310728202952e-06,0.0037989508918923,0.00299672345328218,"FXYD2/FXYD5/FXYD3/FXYD6",4
"GO:0030073","GO:0030073","insulin secretion","6/46","213/18866",1.24047376061789e-05,0.0037989508918923,0.00299672345328218,"SLC30A8/NEUROD1/ARL2/PHPT1/GCG/CRH",6
"GO:0090276","GO:0090276","regulation of peptide hormone secretion","6/46","213/18866",1.24047376061789e-05,0.0037989508918923,0.00299672345328218,"SLC30A8/NEUROD1/ARL2/PHPT1/GCG/CRH",6
"GO:1902305","GO:1902305","regulation of sodium ion transmembrane transport","4/46","65/18866",1.87816959770372e-05,0.00460151551437411,0.00362980987514108,"FXYD2/FXYD5/FXYD3/FXYD6",4
"GO:0032024","GO:0032024","positive regulation of insulin secretion","4/46","74/18866",3.14123217753534e-05,0.00551008293917274,0.00434651440443443,"SLC30A8/PHPT1/GCG/CRH",4
"GO:0030072","GO:0030072","peptide hormone secretion","6/46","257/18866",3.57609255214306e-05,0.00551008293917274,0.00434651440443443,"SLC30A8/NEUROD1/ARL2/PHPT1/GCG/CRH",6
"GO:0032412","GO:0032412","regulation of ion transmembrane transporter activity","6/46","265/18866",4.24355510542268e-05,0.00551008293917274,0.00434651440443443,"FXYD2/FXYD5/FXYD3/FXYD6/TMSB4X/CRH",6
"GO:0046883","GO:0046883","regulation of hormone secretion","6/46","267/18866",4.42512938271221e-05,0.00551008293917274,0.00434651440443443,"SLC30A8/NEUROD1/ARL2/PHPT1/GCG/CRH",6
"GO:0010959","GO:0010959","regulation of metal ion transport","7/46","396/18866",4.4980268891206e-05,0.00551008293917274,0.00434651440443443,"FXYD2/MRLN/FXYD5/FXYD3/FXYD6/GCG/CRH",7
"GO:0022898","GO:0022898","regulation of transmembrane transporter activity","6/46","276/18866",5.32103558783437e-05,0.00592569872281555,0.00467436427715977,"FXYD2/FXYD5/FXYD3/FXYD6/TMSB4X/CRH",6
"GO:0002028","GO:0002028","regulation of sodium ion transport","4/46","88/18866",6.20954456292681e-05,0.00599189700601901,0.00472658341699287,"FXYD2/FXYD5/FXYD3/FXYD6",4
"GO:0051099","GO:0051099","positive regulation of binding","5/46","174/18866",6.35874784312221e-05,0.00599189700601901,0.00472658341699287,"HMGB1/STMN1/PLK2/NEUROD1/GCG",5
